timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
2024-12-14 14:31:05,32.047318,32.0,24.699131,32.0,21.660315,32.0,344.12835,32.0,11.456054,32.0,94.072817,32.0
2024-12-14 14:31:06,26.459062,32.0,37.639242,32.0,99.791907,32.0,339.894285,32.0,19.076226,32.0,53.33573,32.0
2024-12-14 14:31:07,45.778686,32.0,70.068331,32.0,68.175515,32.0,348.655287,32.0,13.181611,32.0,28.814817,32.0
2024-12-14 14:31:08,29.644957,33.0,136.951561,33.0,14.067336,33.0,13.460306,33.0,112.520744,33.0,31.785848,33.0
2024-12-14 14:31:09,19.86808,33.0,54.60669,33.0,69.553076,33.0,172.440285,33.0,50.260896,33.0,251.451764,33.0
2024-12-14 14:31:10,24.620629,33.0,10.737508,33.0,40.87429,33.0,57.36737,33.0,47.032471,33.0,71.666059,33.0
2024-12-14 14:31:11,55.917654,34.0,15.784399,34.0,23.78165,34.0,83.436045,34.0,34.470736,34.0,136.521935,34.0
2024-12-14 14:31:12,20.810751,34.0,18.63319,34.0,20.430878,34.0,25.709232,34.0,51.036256,34.0,35.742669,34.0
2024-12-14 14:31:13,71.359217,34.0,20.332942,34.0,76.58767,34.0,32.677401,34.0,47.260339,34.0,192.810627,34.0
2024-12-14 14:31:14,132.224439,35.0,16.01303,35.0,42.481871,35.0,83.765459,35.0,48.174573,35.0,47.368086,35.0
2024-12-14 14:31:15,27.399429,35.0,15.264706,35.0,108.692824,35.0,384.293954,35.0,21.866107,35.0,101.779528,35.0
2024-12-14 14:31:16,16.659383,35.0,14.9909,35.0,50.143997,35.0,196.014379,35.0,40.721939,35.0,38.909251,35.0
2024-12-14 14:31:17,9.894088,36.0,142.986681,36.0,133.938154,36.0,18.444441,36.0,253.05748,36.0,49.220261,36.0
2024-12-14 14:31:18,16.62074,36.0,37.563155,36.0,115.972611,36.0,78.825804,36.0,32.960327,36.0,63.130951,36.0
2024-12-14 14:31:19,85.996929,36.0,17.975713,36.0,52.20442,36.0,12.971859,36.0,359.34914,36.0,106.713384,36.0
2024-12-14 14:31:20,35.109809,37.0,12.712213,37.0,29.25662,37.0,424.068612,37.0,21.59669,37.0,23.100895,37.0
2024-12-14 14:31:21,8.6023,37.0,12.712213,37.0,47.774261,37.0,334.107056,37.0,38.545807,37.0,155.18553,37.0
2024-12-14 14:31:22,54.576998,37.0,1288.954741,37.0,98.585659,37.0,55.243432,37.0,280.052404,37.0,94.123861,37.0
2024-12-14 14:31:23,25.846286,38.0,78.512457,38.0,55.992521,38.0,62.07465,38.0,16.663026,38.0,41.770377,38.0
2024-12-14 14:31:24,79.353961,38.0,32.43581,38.0,16.067593,38.0,128.239077,38.0,62.308105,38.0,261.560273,38.0
2024-12-14 14:31:25,11.972323,38.0,71.392132,38.0,73.041809,38.0,114.297087,38.0,34.143287,38.0,34.526889,38.0
2024-12-14 14:31:26,72.736256,39.0,25.706095,39.0,81.537304,39.0,91.114954,39.0,24.698003,39.0,69.59845,39.0
2024-12-14 14:31:27,39.053499,39.0,30.326384,39.0,39.875301,39.0,83.461448,39.0,13.689155,39.0,90.48533,39.0
